OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUN,REMARKS,created_user,created_date,last_edited_user,last_edited_date,ROAD_SEC_CLASS,SEC_ID,SEC_LENGTH,ROUTE_NO,MaxBRHT,MaxPierHT,COMMENTS
"427",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Kennon Rd,"23272",B02184LZ,Demonstration Br.,44,Concrete,Permanent,Year Known,"1968",Bad,"2","2","3",7.4,"5",10,0,0,0.47,0.49,"2",0.5,River/Waterway (fresh water),Camp 6,Tuba, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00393LZ,"0","54",7.5,7,The construction (replacement) of bridge was funded under FY 2020 GAA.
"428",Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,Apayao (Lone District),Conner-Kabugao Rd,"13657",B02253LZ,Tammang Br.,105,Concrete,Permanent,Year Known,"2007",Fair,"2","4","5",9.4,"10",15,0,0,0.7,0.65,"2",0.058201,River/Waterway (fresh water),Luttuacan,Conner, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00618LZ,"0","222",10,2.5,Seal cracks with pressurized epoxy
"429",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Mt Province-N Vizcaya Rd,"19139",B00923LZ,Fanias Br.,9,Concrete,Permanent,Year Known,"1972",Good,"2","0","1",7.4,"9",0,0,0,0,0,"2",0,River/Waterway (fresh water),Samoki,Bontoc, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00513LZ,"0","109",6.9,0,BRIDGE IS A SLAB BRIDGE UNDER A PCCP.
"430",Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,Apayao (Lone District),Abbut-Conner Rd,"16517",B02236LZ,Bangad Br.,20,Concrete,Permanent,Year Known,"1990",Fair,"2","0","1",9,"15",15,0,0,0.46,0.46,"2",0.056604,River/Waterway (fresh water),Karikitan,Conner, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00614LZ,"0","222",6.06,0,"Routinary sweeping on bridge deck, minor repair on concrete component."
"431",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Kennon Rd,"20524",B04951LZ,Camp 5 Br. 2,51,Steel,Permanent,Year Known,"2019",Fair,"2","0","1",9.4,"49",20,0,0,0.7,0.7,"2",0.062893,River/Waterway (fresh water),Camp 6,Tuba, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00393LZ,"0","54",17.4,0,Routine and major maintenance required to provide safety to motorists and avoid further bridge deterioration.
"432",Luzon,Cordillera Administrative Region,Ifugao,Ifugao 1st District Engineering Office,Ifugao (Lone District),Nueva Vizcaya-Ifugao-Mt Province Rd,"24545",B02203LZ,Ibulao Br.,138,Steel,Permanent,Year Known,"1965",Poor,"2","3","4",9.93,"0",15,0,0,0.65,0.65,"2",0.349462,River/Waterway (fresh water),Baguinge,Kiangan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00464LZ,"0","109",11.8,7.6,Ibulao bridge was replaced with new bridge
"433",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,City Of Makati (Second District),Epifanio Delos Santos Ave (EDSA),"227",B03220LZ,Magallanes Flyover NB (Pasay-Cubao),305,Steel,Permanent,Year Known,"1975",Fair,"2","12","13",7.1,"15",0,0,0,0.6,0,"2",0.170972,Railway,Brgy Magallanes,Makati, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S03361LZ,"0","1",0,13.8,"Cracks surfacing after Earthquake, Repair of noted defects,  Proposed for Strengthening"
"434",Luzon,Cordillera Administrative Region,Mt.Province,Mountain Province 2nd District Engineering Office,Mountain Province (Lone District),Mt. Province-Ifugao Rd (Kiling-Paracelis Sect),"19210",B04297LZ,Masablang Br. 1,15,Concrete,Permanent,Year Known,"2011",Fair,"2","0","1",9.4,"43",15,0,0,1,1,"2",0.144654,River/Waterway (fresh water),Masablang,Paracelis, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00596LZ,"0","0",4.6,0,There are crocodile cracks and scaling on the slab deck that needs to be repaired. The honecombs under the deck slab shall be plastered.
"435",Luzon,Cordillera Administrative Region,Abra,Abra District Engineering Office,Abra (Lone District),Abra-Ilocos Sur Rd,"19839",B02226LZ,Sinalang Br.,97,Steel,Permanent,Year Known,"2009",Good,"2","0","1",10.96,"45",18,0,0,1,1,"2",0,River/Waterway (fresh water),Lipcan,Bangued, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00584LZ,"0","204",20.55,0,Condition is Good.
"436",Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,Malabon City (Lone District),Gov W Pascual Ave,"447",B01760LZ,Concepcion Br.,8,Concrete,Permanent,Year Known,"1991",Fair,"2","0","1",9.45,"21",15,3,1.15,1,1,"2",0.076923,River/Waterway (fresh water),Brgy. Concepcion,Malabon City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02195LZ,"0","0",2.2,0,"Severe scaling on the deck slab (needs asphalt overlay); Needs quarterly routine maintenance such as cleaning, re-painting of bridge, and cleaning of waterways"
"437",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Kennon Rd,"6086",B02169LZ,Twin Peak Br.,9,Concrete,Permanent,Year Known,"1973",Good,"2","0","1",8.55,"7",10,0,0,0.65,0.65,"2",0.025157,River/Waterway (fresh water),Twin Peaks,Tuba, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00393LZ,"0","54",4.1,0,The bridge is in good condition in general but still needs routine and minimal major maintenance to maintain its present condition.
"438",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Rizal Natl Rd (Liwan West-Babalag-Macutay Sect),"4191",B04389LZ,FVR Br. 1,18,Concrete,Permanent,Year Known,"2013",Poor,"2","0","1",8.9,"10",15,0,0,0.8,0.8,"2",0.288889,River/Waterway (fresh water),Babalag,Rizal, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00571LZ,"0","0",6,0,Need to repair damage to strengthen bridge structures
"439",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,Taguig City (First District),PPTA Rd,"272",B01879LZ,Sto. Rosario Br.,20,Concrete,Permanent,Year Known,"1979",Fair,"2","0","1",9.15,"30",10,0,0,1.2,1.2,"2",0.056604,River/Waterway (fresh water),Sto. Rosario Silangan,Pateros, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S03972LZ,"0","142",3.5,0,need cleaning of bridge waterway
"440",Luzon,Cordillera Administrative Region,Kalinga,Upper Kalinga District Engineering Office,Kalinga (Lone District),Kalinga-Abra Rd,"44580",B04385LZ,Malcagao Br.,20,Concrete,Permanent,Year Known,"2011",Good,"2","0","1",8.78,"41",20,0,0,0.76,0.83,"2",0,River/Waterway (fresh water),Talalang,Balbalan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00561LZ,"0","204",5.22,0,Retrofitting/Strengthening of bridge was recently completed
"441",Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,Apayao (Lone District),Apayao-Ilocos Norte Rd,"0",B05004LZ,Madduang Br.,121,Concrete,Permanent,Year Known,"2019",Good,"2","3","4",9.58,"20",18,0,0,1.12,1.12,"2",0.061002,River/Waterway (fresh water),Madduang,Kabugao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00605LZ,"0","0",7.7,8.75,NEW BRIDGE
"442",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Bulo National Rd (Agbannawag-Bulo-Callagdao Sect),"6652",B01659LZ,Bulo Br. 2,25,Concrete,Permanent,Year Known,"1973",Good,"2","0","1",5.2,"20",15,0,0,0.5,0.5,"1",0,Canal,Bulo,Tabuk, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00579LZ,"0","0",5,0,Bridge is on-going widen and bridge approach and expansion joint funded by fy2020 GAA.
"443",Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,Apayao (Lone District),Claveria-Calanasan-Kabugao Rd,"84468",B04217LZ,Sugoc Br.,25,Concrete,Permanent,Year Known,"2011",Fair,"2","0","1",9.75,"0",0,0,0,1.09,0,"2",0.100629,Not Specified,Ninoy,Calanasan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00630LZ,"0","0",6.5,0,"clean obstruction under bridge,epoxy on cracks at deck slab and girders,"
"444",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (First District),CM Recto,"2328",B03345LZ,Claro M. Recto Br. 3,16,Concrete,Permanent,Year Known,"1975",Fair,"2","0","1",29.8,"10",15,0,0,0,0,"6",0.09009,Canal,293 Zone 28,Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S02232LZ,"0","145",2.5,0,Temporary railings need replacement and rsb exposure in girders
"445",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Bontoc-Cadre Rd,"985",B04294LZ,Bontoc Cadre Br.,8,Concrete,Permanent,Year Known,"2012",Good,"2","0","1",9,"42",15,0,4.75,1.1,0.6,"2",0,Not Specified,Caluttit,Bontoc, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03996LZ,"0","0",4.75,0,NEWLY CONSTRUCTED BRIDGE. BRIDGE WAS CONSTRUCTED UNDER THE 2012 GAA.
"446",Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,Benguet (Lone District),Gov. Bado  Dangwa National Rd,"2544",B04798LZ,Mayus Br.,25,Concrete,Permanent,Year Known,"2016",Good,"2","0","1",9.5,"45",20,0,0,1.1,1.1,"2",0.056604,River/Waterway (fresh water),Poblacion,Kibungan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00376LZ,"0","0",14,0,Major scaling was observed.
"447",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,City Of Parañaque (First District),Ninoy Aquino  Ave,"685",B01821LZ,Ibayo-Pulo Br.,12,Concrete,Permanent,Year Known,"1970",Good,"2","0","1",30.3,"18",20,0,0,2.4,2.4,"6",0,Estuary (Salt Water),Sto. Niðo,Parañaque City,"23",GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S03336LZ,"0","195",0,0,Clearing or Removal of Shanties underneath the bridge deck must be given certain attention
"448",Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,Valenzuela City (First District),Canumay-Bignay Rd,"1718",B04317LZ,Malinis Br.,7,Concrete,Permanent,Year Known,"1977",Good,"2","0","1",7.8,"30",0,0,0,0.65,0.65,"2",0,Canal,Malinis,Valenzuela City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02139LZ,"0","0",3.53,0,"Newly retrofitted, fy-2017"
"449",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Mt Prov-Cagayan via Tabuk-Enrile Rd,"20391",B00931LZ,Corocoro  Br. 2,18,Steel,Permanent,Year Known,"2005",Fair,"2","0","1",9.75,"30",0,0,0,0.9,0.9,"2",0.069182,River/Waterway (fresh water),Poblacion,Sadanga, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00514LZ,"0","204",3.5,0,THE BRIDGE DECK SLAB NEEDS PREVENTIVE MAINTENANCE TO PREVENT IT FROM FURTHER DETERIORATION. APPLICATION OF ASPHALT OVERLAY (INSTAPAVE TECHNOLOGY) IS RECOMMENDED.
"450",Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,Benguet (Lone District),Abatan-Mankayan-Cervantes Rd,"4902",B02159LZ,Guinaoang Br.,20,Steel,Permanent,Year Known,"1950",Fair,"2","0","1",8.9,"0",15,0,0,0.45,0.45,"2",0.132075,River/Waterway (fresh water),Guinaoang,Mankayan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00378LZ,"0","0",8,0,The bridge was just rehabilitated at year 2018.
"451",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,Taguig City (Second District),C-5/Sampaguita West Ramp off Rd,"104",B04750LZ,C-5/Sampaguitar Flyover West Ramp Off Road,370,Concrete,Permanent,Post 1970,"1970",Good,"2","3","4",8,"20",0,0,4.88,0,0,"2",0,Road,Brgy. Pembo,Makati City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S04514LZ,"0","0",6,4,Cleaning/Sweeping and Re-Painting of Bridge Components
"452",Luzon,Cordillera Administrative Region,Mt.Province,Mountain Province 2nd District Engineering Office,Mountain Province (Lone District),Jct Talubin-Barlig-Natonin-Paracelis-Calaccad Rd,"12734",B04606LZ,Charoya Br.,11,Concrete,Permanent,Year Known,"2015",Good,"2","0","1",9.6,"46",15,0,0,1.2,1.2,"2",0,Not Specified,Charoya,Barlig, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03997LZ,"0","0",5.4,0,There are scaling on the slab deck and can be repaired by applying asplhalt overlay.
"453",Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,Malabon City (Lone District),Estrella St,"287",B01739LZ,Estrella Br.,89,Concrete,Permanent,Year Known,"1996",Fair,"2","2","3",10.4,"26",20,3,1.9,1.5,1.5,"2",0.060606,Sea (Exposed),Brgy. Tañong,Malabon City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02157LZ,"0","0",4.5,1.9,"Completed GAA 2013 Project: Rehabilitation/Strengthening of Malinta-Santolan Bridge and Estrella Bridge (Cluster Projects), Malabon City; Carbon fiber applied to bottom slab, piers, pier coping, abutments, abutment coping, and girders;  Presence of potho"
"454",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Pico-Lamtang Rd,"947",B02188LZ,Pico Br. 2,8,Concrete,Permanent,Year Known,"1973",Fair,"2","0","1",7.85,"12",15,0,0,0,0,"2",0.056604,Canal,Pico,La Trinidad, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00401LZ,"0","0",3.5,0,Routine and major maintenance required to provide safety to motorists and avoid further bridge deterioration.
"455",Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,Navotas City (Lone District),North Bay Blvd,"107",B01747LZ,Marala Br.,48,Concrete,Permanent,Year Known,"1992",Fair,"2","2","3",13.55,"22",15,4.6,2.65,1.1,1.1,"4",0.129477,Sea (Exposed),Brgy. North Bay Blvd. South,Navotas M.M, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02182LZ,"0","0",4.6,3.5,"Damaged Railings on the right side of the approach of Abutment B; Exposed rebar on the coping of pier 2; In good condition but needs quarterly routine maintenance such as cleaning and re-painting of bridge and cleaning of waterways"
"456",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (First District),M Roxas Jr Bridge,"272",B03353LZ,M Roxas Jr. Br.,202,Concrete,Permanent,Year Known,"1975",Fair,"2","4","5",33.14,"25",20,0,0,1.5,1.5,"4",0.086957,Not Specified,Barangay,Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S02272LZ,"0","120",18,4.8,"Delamination of deck and main members, spalling w/ RSB exposures of girders/diaphragm"
"457",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Rizal Natl Rd (Babalag-Kinama-Sn Francisco Sect),"8550",B04911LZ,Dasoy Br.,16,Concrete,Permanent,Year Known,"2016",Good,"2","0","1",9.6,"39",20,0,0,0.85,0.85,"2",0,River/Waterway (fresh water),Kinama,Rizal, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00574LZ,"0","0",7.3,0,Concreting of bridge approach list of propose 2021 budget.
"458",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (Third District),Dasmarinas St,"485",B02624LZ,Dasmariñas Br.,12,Concrete,Permanent,Year Known,"1975",Fair,"2","0","1",13.2,"20",15,0,0,1.5,1.5,"2",0.077922,Not Specified,Barangay 290,Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02404LZ,"0","0",3,0,Spalling with RB exposure of girders and damaged left railing
"459",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,Taguig City (First District),Tipas-Napindan Rd,"1774",B02679LZ,Ligid-Tipas Br. (U/C),12,Concrete,Permanent,Year Known,"1983",Fair,"2","0","1",6,"30",0,0,0,0,0,"2",0.194969,Not Specified, ,Taguig, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03976LZ,"0","0",0,0,"bridge waterways needs cleaning, cracking and rebar exposure at left & right railings"
"460",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Kennon Rd,"18309",B02179LZ,Camp 4 Br. 4,11,Concrete,Permanent,Year Known,"1973",Poor,"2","0","1",8.3,"12",10,0,0,0.3,0.3,"2",0.305031,River/Waterway (fresh water),Camp 4,Tuba, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00393LZ,"0","54",11,0,A recent deck underside damage (partial depth hole) was noted. Emergency retrofitting/ strengthening of bridge deck is recommended to avoid any further damage on the bridge that may lead to vehicular accidents.
"461",Luzon,National Capital Region,Metro Manila,Las Piñas-Muntinlupa District Engineering Office,City Of Muntinlupa (Lone District),Paranaque-Sucat Rd,"100",B01818LZ,Sucat Interchange (EB),50,Concrete,Permanent,Year Known,"1972",Fair,"2","1","2",10.67,"40",0,0,0,0,1.14,"3",0.103448,Road,Sucat,Muntinlupa, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S03500LZ,"0","63",3,6.46,THE BRIDGE SOFFIT AND ABUTMENTS CANNOT BE THOROUGHLY INSPECTED SINCE THERE IS AN EXPRESSWAY UNDER THE BRIDGE. PEOPLE ARE NOT ALLOWED BY THE SLEX ENFORCERS TO GO DOWN THE ABUTMENTS W/OUT PERMIT.
"462",Luzon,Cordillera Administrative Region,Ifugao,Ifugao 1st District Engineering Office,Ifugao (Lone District),Banaue-Hungduan-Benguet Bdry Rd,"5782",B01709LZ,Wang Wang Br.,17,Concrete,Permanent,Year Known,"2007",Fair,"2","0","1",8.9,"29",15,0,0,0.75,0.75,"2",0.122642,River/Waterway (fresh water),Wangwang,Tinoc, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00479LZ,"0","0",8.7,0,Routine Maintenance of the bridge superstructure is necessary.
"463",Luzon,Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,Baguio City (Lone District),Magsaysay Ave. (Trinidad Rd),"195",B02192LZ,Magsaysay West Flyover,92,Concrete,Permanent,Year Known,"1997",Good,"2","5","6",7.7,"40",0,0,4.25,0.4,0.4,"2",0,Road,Tabora/Camdas,Baguio City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00485LZ,"0","204",6.33,5.73,Routine Maintenance - Cleaning of Bridge Deck and Maintenance of Lighting Features
"464",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (First District),C-2 Road,"498",B01790LZ,Capulong Br.,37,Concrete,Permanent,Year Known,"1975",Bad,"2","2","3",15.15,"2",15,0,0,0.86,0.97,"4",0.779817,River/Waterway (fresh water),93 Zone 8,Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S02319LZ,"0","140",0,3.3,Damaged by fire not safe for heavy vehicles. Needs Engineering Inspection to assess further. Geotag not working under bridge
"465",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Benguet-Nueva Vizcaya Rd,"31201",B02371LZ,Ambuklao Bypass Br.,108,Concrete,Permanent,Year Known,"2008",Good,"2","4","5",9.44,"37",0,0,0,1.06,1.06,"2",0.01766,Not Specified,Ambuklao,Bokod, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00382LZ,"0","110",0,18.3,The bridge is in good condition in general but still needs routine and minimal major maintenance to maintain its present condition.
"466",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Mt Prov-Ilocos Sur via Tue Rd,"28549",B03265LZ,Dawaic Br.,7,Concrete,Permanent,Year Known,"1972",Fair,"2","0","1",10.7,"9",0,0,0,0,0,"2",0.050314,River/Waterway (fresh water),Supang,Sabangan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00530LZ,"0","205",4.2,0,BRIDGE WAS STRENGTHENED ON 2013
"467",Luzon,Cordillera Administrative Region,Abra,Abra District Engineering Office,Abra (Lone District),Abra-Kalinga Rd,"12295",B02229LZ,Don Mariano Marcos Br.,889,Steel,Permanent,1945-1970,"1974",Good,"2","10","11",9.11,"35",20,6,7,0.93,0.93,"2",0.002545,River/Waterway (fresh water),Bumagcat,Tayum, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00592LZ,"0","204",15.8,11.55,Condition is Good.
"468",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,Taguig City (First District),PPTA Rd,"9313",B01885LZ,Batisan Br.,5,Concrete,Permanent,Year Known,"1981",Fair,"2","0","1",9.05,"30",15,0,0,1,1,"2",0.320755,River/Waterway (fresh water),Bagumbayan,Taguig City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S03972LZ,"0","142",3,0,repair of railings cracks and spalling. repainting works
"469",Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,Benguet (Lone District),Gov. Bado  Dangwa National Rd,"8588",B02682LZ,Kamunayan Br.,28,Concrete,Permanent,Year Known,"1973",Fair,"2","0","1",9.15,"0",15,0,0,0.55,0.55,"2",0.09434,Not Specified,Tublay Central,Tublay, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00398LZ,"0","0",10.9,0,Scaling was observed and needs sealant at expansion joint.
"470",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,City Of Makati (Second District),Edsa-Magallanes Flyover,"108",B04985LZ,Magallanes Flyover (Manila-Cubao),55,Concrete,Permanent,Post 1970,"1996",Fair,"2","3","2",8.8,"20",15,0,0,0.5,0.5,"2",0.064257,Railway,Magallanes,Makati City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S03486LZ,"0","1",6.6,6.3,Cleaning/Sweeping and Re-Painting of Bridge Components
